,Formatted_Date,Date,Title,Explanation,Link
308,,May 22,Continental Airlines Flight 11,"Continental Airlines Flight 11, a Boeing 707 flying from Chicago, Illinois, to Kansas City, Missouri, broke up in mid-air near Unionville, Missouri, after a passenger's bomb explodes in the lavatory, killing all 45 people on board.",https://en.wikipedia.org/wiki/Continental_Airlines_Flight_11
309,,June 3,Air France Flight 007,"Air France Flight 007, a chartered Boeing 707, caught fire after overshooting the runway on takeoff, killing all but two of the 130 passengers and crew on board; among the fatalities are many of the civic and cultural leaders of Atlanta, Georgia; it is the worst single-aircraft accident to that date.",https://en.wikipedia.org/wiki/Air_France_Flight_007
310,,June 22,Air France Flight 117,"Air France Flight 117, a Boeing 707 operating an international multi-leg flight from Paris, France, to Santiago, Chile, crashed into a forested hill on the island of Guadeloupe for reasons unknown, while approaching Pointe-à-Pitre International Airport; all 113 on board are killed.",https://en.wikipedia.org/wiki/Air_France_Flight_117
311,,June 30,Aeroflot Flight 902,"Aeroflot Flight 902, a Tupolev Tu-104 operating a domestic flight in the Soviet Union, was shot down by a missile near Voznesenka, Krasnoyarsk Krai; all 84 people on board die in Russia's worst air accident to that date.",https://en.wikipedia.org/wiki/Aeroflot_Flight_902
312,,July 7,Alitalia Flight 771,"Alitalia Flight 771, a Douglas DC-8 operating a multi-leg flight between Sydney, Australia, and Rome, Italy, hit high terrain while descending near Junnar in India, due to navigation error; all 94 on board are killed.",https://en.wikipedia.org/wiki/Alitalia_Flight_771
314,,July 22,Canadian Pacific Air Lines Flight 301,"Canadian Pacific Air Lines Flight 301, a Bristol Britannia destined for Nadi, Fiji, crashed during an attempted ""go-around"" on a three-engined approach at Honolulu Airport, Hawaii, after experiencing engine problems shortly after takeoff; 27 of the 40 on board are killed.",https://en.wikipedia.org/wiki/Canadian_Pacific_Air_Lines_Flight_301
315,,July 28,Aeroflot Flight 415,"Aeroflot Flight 415, an Antonov An-10 operating a domestic flight in the Soviet Union, crashed into a mountain near Sochi Airport due to ATC and crew errors; all 81 on board lose their lives.",https://en.wikipedia.org/wiki/Aeroflot_Flight_415
316,,September 3,Aeroflot Flight 3,"Aeroflot Flight 3, a Tupolev Tu-104 operating a domestic flight in the Soviet Union, crashed near Kuruna, Nanaysky District, due to an unexplained loss of control; all 86 on board are killed.",https://en.wikipedia.org/wiki/Aeroflot_Flight_3
318,,November 23,Malév Flight 355,"Malév Flight 355, an Ilyushin Il-18V, flying from Budapest to Paris via Frankfurt, stalled and crashed near Paris's Le Bourget Airport in Roissy-en-France, resulting in the deaths of all 21 people on board, due to suspected severe icing on the horizontal stabilizer caused by design flaws, although the official investigation never conclusively determined the exact cause.",https://en.wikipedia.org/wiki/Mal%C3%A9v_Flight_355
319,,November 23,United Airlines Flight 297,"United Airlines Flight 297, a Vickers Viscount 745D operating a multi-leg flight between the US states of New Jersey and Georgia, crashed near Ellicott City, Maryland, following a bird strike; all 17 people on board lose their lives.",https://en.wikipedia.org/wiki/United_Airlines_Flight_297
320,,November 27,Varig Flight 810,"Varig Flight 810, a Boeing 707-441 flying from Rio de Janeiro, Brazil, to Los Angeles, California, United States, crashed into a mountain near Lima airport in Peru, killing all 97 occupants.",https://en.wikipedia.org/wiki/Varig_Flight_810
321,,November 30,Eastern Air Lines Flight 512,"Eastern Air Lines Flight 512, a Douglas DC-7B operating a domestic flight from Charlotte, North Carolina, United States, to New York City, crashed as a result of pilot error during a missed approach at New York's Idlewild Airport; 25 of the 51 on board are killed.",https://en.wikipedia.org/wiki/Eastern_Air_Lines_Flight_512
324,,February 12,Northwest Orient Airlines Flight 705,"Northwest Orient Airlines Flight 705, a Boeing 720, broke up in turbulence associated with a severe thunderstorm and crashed into the Everglades; all 43 passengers and crew members on board are killed.",https://en.wikipedia.org/wiki/Northwest_Orient_Airlines_Flight_705
325,,March 2,Philippine Airlines Flight 984,"Philippine Airlines Flight 984, a Douglas C-47B, crashed on the slopes of Mount Boca after reported bad weather. All 27 on board died.",https://en.wikipedia.org/wiki/Philippine_Airlines_Flight_984
326,,March 5,Aeroflot Flight 191,"Aeroflot Flight 191, an Ilyushin Il-18, crashed on landing at Ashgabat International Airport due to a dust storm, killing 12 of 54 on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_191
327,,April 4,Aeroflot Flight 25,"Aeroflot Flight 25, an Ilyushin Il-18, crashed in Tatarstan after suffering an engine malfunction, killing all 67 people aboard.",https://en.wikipedia.org/wiki/Aeroflot_Flight_25
328,,June 3,Northwest Airlines Flight 293,"Northwest Airlines Flight 293, a Douglas DC-7C operating a military charter crashed into the sea off Annette Island, Alaska for reasons unknown. All 101 passengers and crew are killed.",https://en.wikipedia.org/wiki/Northwest_Airlines_Flight_293
329,,July 2,Mohawk Airlines Flight 121,"Mohawk Airlines Flight 121, a Martin 4-0-4, crashed near Rochester, New York, while attempting takeoff, killing seven of the 43 people on board.",https://en.wikipedia.org/wiki/Mohawk_Airlines_Flight_121
330,,July 3,New Zealand National Airways Corporation Flight 441,"New Zealand National Airways Corporation Flight 441, a Douglas DC-3 en route from Whenuapai Airport, Auckland to Tauranga, crashed into the Kaimai Ranges; all 23 aboard die, making it the worst air disaster in mainland New Zealand to date.",https://en.wikipedia.org/wiki/New_Zealand_National_Airways_Corporation_Flight_441
331,,July 13,Aeroflot Flight 12,"Aeroflot Flight 12, a Tupolev Tu-104, crashed on approach to Irkutsk following a premature descent, killing 33 of 35 on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_12
334,,August 24,Aeroflot Flight 663,"Aeroflot Flight 663, an Avia 14P, crashed into a mountain near Gegechkori, Georgia in bad weather after the pilot deviated from the flight route; all 32 on board die.",https://en.wikipedia.org/wiki/Aeroflot_Flight_663
335,,September 4,Swissair Flight 306,"Swissair Flight 306, a Sud Aviation Caravelle, crashed near Dürrenäsch, Switzerland, due to an in-flight fire, killing all 80 on board.",https://en.wikipedia.org/wiki/Swissair_Flight_306
336,,November 8,Aero Flight 217,"Aero Flight 217, a Douglas DC-3, crashed in poor visibility near Mariehamn Airport, killing 22 out of 25 on board.",https://en.wikipedia.org/wiki/Aero_Flight_217
337,,November 29,Trans-Canada Air Lines Flight 831,"Trans-Canada Air Lines Flight 831, a Douglas DC-8, crashed shortly after takeoff from Montreal/Dorval Airport, killing all 118 people on board.",https://en.wikipedia.org/wiki/Trans-Canada_Air_Lines_Flight_831
338,,December 8,Pan Am Flight 214,"Pan Am Flight 214, a Boeing 707, was struck by positive lightning and crashed near Elkton, Maryland, killing all 81 people on board.",https://en.wikipedia.org/wiki/Pan_Am_Flight_214
339,,February 25,Eastern Air Lines Flight 304,"Eastern Air Lines Flight 304, a Douglas DC-8, crashed into Lake Pontchartrain due to loss of control following a pitch trim failure, killing all 51 passengers and seven crew aboard.",https://en.wikipedia.org/wiki/Eastern_Air_Lines_Flight_304
340,,February 29,British Eagle International Airlines Flight 802/6,"British Eagle International Airlines Flight 802/6, a Bristol Britannia, crashed into a mountain near Innsbruck, Austria. All 75 passengers and eight crew are killed in the crash.",https://en.wikipedia.org/wiki/British_Eagle_International_Airlines_Flight_802/6
341,,March 1,Paradise Airlines Flight 901A,"Paradise Airlines Flight 901A, a Lockheed L-049 Constellation, struck a mountain near Lake Tahoe due to pilot error in low visibility, killing all 85 on board.",https://en.wikipedia.org/wiki/Paradise_Airlines_Flight_901A
342,,May 7,Pacific Air Lines Flight 773,"Pacific Air Lines Flight 773, a Fairchild F27, crashed near San Ramon, California, killing all 44 aboard, after a passenger shoots both the captain and first officer before turning the gun on himself.",https://en.wikipedia.org/wiki/Pacific_Air_Lines_Flight_773
343,,May 20,Philippine Airlines Flight 26/25,"Philippine Airlines Flight 26/25, a de Havilland Canada DHC-3 Otter, crashed at Sibuco Point, Philippines, killing all 11 on board.",https://en.wikipedia.org/wiki/Philippine_Airlines_Flight_26/25
344,,June 20,Civil Air Transport Flight 106,"Civil Air Transport Flight 106, a Curtiss C-46, crashed near Shenkang, Taiwan, due to loss of control following engine failure, killing all 57 on board.",https://en.wikipedia.org/wiki/Civil_Air_Transport_Flight_106
345,,July 9,United Air Lines Flight 823,"United Air Lines Flight 823, a Vickers Viscount, crashed near Parrottsville, Tennessee, following an unexplained in-flight fire; all 39 passengers and crew die.",https://en.wikipedia.org/wiki/United_Air_Lines_Flight_823
346,,September 2,Aeroflot Flight 721,"Aeroflot Flight 721, an Ilyushin Il-18, crashed into a hillside while on approach to Yuzhno-Sakhalinsk Airport due to pilot error, killing 87 of 93 on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_721
348,,November 15,Bonanza Air Lines Flight 114,"Bonanza Air Lines Flight 114, a Fairchild F-27, struck a hilltop in poor weather while on a nighttime approach to Las Vegas, Nevada, killing all 29 on board; the crash was initially thought to have been caused by the pilot misreading the approach chart, but it was later revealed that the approach chart was marked incorrectly.",https://en.wikipedia.org/wiki/Bonanza_Air_Lines_Flight_114
349,,November 20,Linjeflyg Flight 267V,"Linjeflyg Flight 267V, a Convair 440, crashed during the approach to Engelholm, Sweden, when, in instrument meteorological conditions, the crew abandoned the set procedure and descended prematurely; 31 people are killed; 12 survive.",https://en.wikipedia.org/wiki/Linjeflyg_Flight_267V
351,,December 24,Flying Tiger Line Flight 282,"Flying Tiger Line Flight 282, a Lockheed Constellation, crashed near San Bruno, California, after an unexplained course deviation, killing the crew of three.",https://en.wikipedia.org/wiki/Flying_Tiger_Line_Flight_282
352,,January 4,Aeroflot Flight 101/X-20,"Aeroflot Flight 101/X-20, an Ilyushin Il-18, crashed on approach to Alma-Ata in poor visibility, killing 64 of 103 on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_101/X-20
353,,February 6,LAN Chile Flight 107,"LAN Chile Flight 107, a Douglas DC-6, crashed shortly after takeoff from Santiago-Los Cerrillos Airport in Santiago, Chile. All 87 passengers and crew on board are killed.",https://en.wikipedia.org/wiki/LAN_Chile_Flight_107
354,,February 8,Eastern Air Lines Flight 663,"Eastern Air Lines Flight 663, a Douglas DC-7B on takeoff, overreacted in avoiding Pan Am Flight 212 (a Boeing 707) on approach, lost control, and crashed into the ocean several miles off Jones Beach State Park, New York, killing all 84 on board.",https://en.wikipedia.org/wiki/Eastern_Air_Lines_Flight_663
355,,March 7,Aeroflot Flight 542,"Aeroflot Flight 542, a Lisunov Li-2, crashed in the mountains in Krasnoyarsk Krai, Russia after the left wing failed in severe turbulence, killing all 31 on board in the deadliest accident involving the Li-2.",https://en.wikipedia.org/wiki/Aeroflot_Flight_542
356,,March 8,Aeroflot Flight 513,"Aeroflot Flight 513, a Tupolev Tu-124V stalled and crashed after taking off from Kuibyshev Airport, Russia. 30 out of the 39 passengers and crew are killed.",https://en.wikipedia.org/wiki/Aeroflot_Flight_513
357,,April 14,British United Airways Flight 1030X,"British United Airways Flight 1030X, a Douglas C-47, crashed on landing at Jersey Airport due to pilot error; of the 27 passengers and crew on board, only a flight attendant survived.",https://en.wikipedia.org/wiki/British_United_Airways_Flight_1030X
358,,May 5,Iberia Airlines Flight 401,"Iberia Airlines Flight 401, a Lockheed L-1049 Super Constellation, crashed after striking a tractor on the runway at Los Rodeos Airport, Tenerife, during a go-around in foggy weather; 30 of 49 passengers and crew die.",https://en.wikipedia.org/wiki/Iberia_Airlines_Flight_401
359,,May 20,PIA Flight 705,"PIA Flight 705, a Boeing 720, crashed on descent to Cairo International Airport, killing 119 of 125 on board in the worst-ever accident involving the 720.",https://en.wikipedia.org/wiki/PIA_Flight_705
360,,July 1,Continental Airlines Flight 12,"Continental Airlines Flight 12, a Boeing 707, ran off the end of the runway at Kansas City Downtown Airport, breaking into three pieces; all 66 on board survive.",https://en.wikipedia.org/wiki/Continental_Airlines_Flight_12
361,,July 8,Canadian Pacific Air Lines Flight 21,"Canadian Pacific Air Lines Flight 21, a Douglas DC-6, crashed near 100 Mile House, British Columbia, after a bomb in the lavatory exploded; all 46 passengers and six crew aboard die.",https://en.wikipedia.org/wiki/Canadian_Pacific_Air_Lines_Flight_21
363,,July 20,Cambrian Airways Liverpool crash,"In the Cambrian Airways Liverpool crash, a Vickers Viscount crashed on approach into Liverpool-Speke Airport, United Kingdom. Both crew members, as well as two on the ground, are killed.",https://en.wikipedia.org/wiki/Cambrian_Airways_Liverpool_crash
